Variable,Description,RXCUI,ATC,VA,VA_Drug
RXNORM:337623,"dornase alfa,rdna",337623,Mucolytics,"RESPIRATORY AGENTS,OTHER",dornase alfa 1 MG/ML Inhalation Solution
RXNORM:33767,pirbuterol,33767,Selective beta-2-adrenoreceptor agonists,"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION",400 ACTUAT pirbuterol acetate 0.2 MG/ACTUAT Metered Dose Inhaler
RXNORM:338036,pegfilgrastim,338036,Colony stimulating factors,BLOOD FORMATION PRODUCTS,0.6 ML pegfilgrastim 10 MG/ML Prefilled Syringe [Neulasta]
RXNORM:33835,plasma protein fraction,33835,,,
RXNORM:338817,agalsidase beta,338817,Enzymes,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",agalsidase beta 5 MG Injection [Fabrazyme]
RXNORM:3389,diethylpropion,3389,Centrally acting antiobesity products,CENTRALLY-ACTING APPETITE SUPPRESSANTS,24 HR diethylpropion hydrochloride 75 MG Extended Release Oral Tablet [Tenuate]
RXNORM:3390,diethylstilbestrol,3390,"Synthetic estrogens, plain|Estrogens|Estrogens, combinations with other drugs",,
RXNORM:33910,isradipine,33910,Dihydropyridine derivatives,CALCIUM CHANNEL BLOCKERS,24 HR isradipine 5 MG Extended Release Oral Tablet
RXNORM:3393,diflunisal,3393,Salicylic acid and derivatives,"NONSALICYLATE NSAIs,ANTIRHEUMATIC",diflunisal 500 MG Oral Tablet
RXNORM:3403,digitoxin,3403,Digitalis glycosides,,
RXNORM:341018,anidulafungin,341018,Other antimycotics for systemic use,ANTIFUNGALS,anidulafungin 100 MG Injection [Eraxis]
RXNORM:341248,ezetimibe,341248,Other lipid modifying agents,ANTILIPEMIC AGENTS,ezetimibe 10 MG / simvastatin 80 MG Oral Tablet
RXNORM:34132,pegaspargase,34132,Other antineoplastic agents,"ANTINEOPLASTIC,OTHER",5 ML pegaspargase 750 UNT/ML Injection
RXNORM:3418,dihydroergotamine,3418,Ergot alkaloids,ANTIMIGRAINE AGENTS,1 ML dihydroergotamine mesylate 1 MG/ML Injection [DHE-45]
RXNORM:342369,lenalidomide,342369,Other immunosuppressants,"IMMUNOLOGICAL AGENTS,OTHER",lenalidomide 25 MG Oral Capsule [Revlimid]
RXNORM:3429,dihydrotachysterol,3429,Vitamin D and analogues,,
RXNORM:34296,potassium bicarbonate,34296,,POTASSIUM|SODIUM BICARBONATE CONTAINING ANTACIDS,potassium bicarbonate 99 MG Oral Capsule
RXNORM:3430,dihydroxyacetone,3430,,,
RXNORM:343047,atazanavir,343047,Protease inhibitors,ANTIVIRALS,atazanavir 300 MG Oral Capsule [Reyataz]
RXNORM:343048,treprostinil,343048,Platelet aggregation inhibitors excl. heparin,"CARDIOVASCULAR AGENTS,OTHER",treprostinil 0.6 MG/ML Inhalation Solution [Tyvaso]
RXNORM:34316,potassium nitrate,34316,,"CARIOSTATICS,TOPICAL|DENTIFRICES",potassium nitrate 0.05 MG/MG / sodium fluoride 0.011 MG/MG Toothpaste [Prevident 5000 Sensitive]
RXNORM:34322,potassium phosphate,34322,,PHOSPHORUS|IV SOLUTIONS WITH ELECTROLYTES|IRRIGATION SOLUTIONS,glucose 50 MG/ML / magnesium chloride 0.003 MEQ/ML / monobasic potassium phosphate 0.00147 MEQ/ML / potassium chloride 0.0189 MEQ/ML / sodium chloride 0.002 MEQ/ML / sodium lactate 0.0232 MEQ/ML Injectable Solution
RXNORM:34345,pralidoxime,34345,Antidotes,"ANTIDOTES/DETERRENTS,OTHER",2.7 ML atropine 0.778 MG/ML / pralidoxime chloride 222 MG/ML Auto-Injector [Duodote]
RXNORM:34347,pramoxine,34347,Anesthetics for topical use|Local anesthetics,"LOCAL ANESTHETICS,TOPICAL|OTIC AGENTS,OTHER|HEMORRHOIDAL PREPARATIONS WITH STEROID|ANTI-INFECTIVE,TOPICAL,OTHER|ANTI-INFLAMMATORY,TOPICAL|HEMORRHOIDAL PREPARATIONS WITHOUT STEROID|DERMATOLOGICALS,TOPICAL OTHER",pramoxine hydrochloride 10 MG/ML Rectal Foam [Proctofoam]
RXNORM:3435,iodoquinol,3435,Quinoline derivatives,"ANTIFUNGAL,TOPICAL|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL",aloe polysaccharide 0.01 MG/MG / iodoquinol 0.0125 MG/MG Topical Gel [Aloquin]
RXNORM:34369,prednicarbate,34369,"Corticosteroids, potent (group III)","ANTI-INFLAMMATORY,TOPICAL",prednicarbate 0.001 MG/MG Topical Ointment [Dermatop]
RXNORM:3443,diltiazem,3443,Benzothiazepine derivatives|Muscle relaxants,CALCIUM CHANNEL BLOCKERS,diltiazem malate 240 MG Oral Tablet
RXNORM:3444,dimenhydrinate,3444,,"ANTIHISTAMINES,ETHANOLAMINE",dimenhydrinate 50 MG Chewable Tablet [Dramamine]
RXNORM:3445,dimercaprol,3445,Antidotes,HEAVY METAL ANTAGONISTS,3 ML dimercaprol 100 MG/ML Injection
RXNORM:3446,succimer,3446,,HEAVY METAL ANTAGONISTS,succimer 100 MG Oral Capsule [Chemet]
RXNORM:34482,cilastatin/imipenem,34482,Carbapenems,"BETA-LACTAMS ANTIMICROBIALS,OTHER",cilastatin 500 MG / imipenem 500 MG Injection [Primaxin]
RXNORM:3455,dimethyl sulfoxide,3455,Other urologicals|Other topical products for joint and muscular pain,"GENITO-URINARY AGENTS,OTHER",dimethyl sulfoxide 500 MG/ML Irrigation Solution
RXNORM:34693,propylene glycol,34693,,EYE WASHES/LUBRICANTS,polyethylene glycol 400 0.004 MG/MG / propylene glycol 0.003 MG/MG Ophthalmic Gel [Systane]
RXNORM:3478,dinoprostone,3478,Prostaglandins,PROSTAGLANDINS,dinoprostone 3 MG Drug Implant
RXNORM:34822,protein s,34822,,ANTIHEMORRHAGICS,"coagulation factor IX, human 1 UNT / coagulation factor X, human 1 UNT / factor VII, human 1 UNT / protein C, human 1 UNT / protein S, human 1 UNT / prothrombin, human 1 UNT Injection [Kcentra]"
RXNORM:34905,proparacaine,34905,Local anesthetics,"ANESTHETICS,TOPICAL OPHTHALMIC|OPHTHALMICS,OTHER",fluorescein sodium 2.5 MG/ML / proparacaine hydrochloride 5 MG/ML Ophthalmic Solution [Flucaine]
RXNORM:3498,diphenhydramine,3498,Antihistamines for topical use|Aminoalkyl ethers,"CNS MEDICATIONS,OTHER|COLD REMEDIES,OTHER|ANTIHISTAMINE/ANTITUSSIVE|ANTIHISTAMINE/DECONGESTANT|ANTIHISTAMINES,ETHANOLAMINE|DERMATOLOGICALS,TOPICAL OTHER",diphenhydramine hydrochloride 25 MG / ibuprofen 200 MG Oral Capsule
RXNORM:35208,quinapril,35208,"ACE inhibitors, plain",ANTIHYPERTENSIVE COMBINATIONS|ACE INHIBITORS,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuretic]
RXNORM:3521,dipyridamole,3521,Platelet aggregation inhibitors excl. heparin,"PLATELET AGGREGATION INHIBITORS|DIAGNOSTICS,OTHER",dipyridamole 75 MG Oral Tablet
RXNORM:352362,tramadol/acetaminophen,352362,Opioids in combination with non-opioid analgesics,OPIOID ANALGESICS,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet [Ultracet]
RXNORM:352364,buprenorphine/naloxone,352364,,OPIOID ANALGESICS,buprenorphine 8 MG / naloxone 2 MG Sublingual Tablet
RXNORM:352367,cetirizine/pseudoephedrine,352367,,ANTIHISTAMINE/DECONGESTANT,12 HR cetirizine hydrochloride 5 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Tablet [Zyrtec-D]
RXNORM:352372,dexmethylphenidate,352372,Centrally acting sympathomimetics,AMPHETAMINE LIKE STIMULANTS,dexmethylphenidate hydrochloride 2.5 MG Oral Tablet [Focalin]
RXNORM:352374,drotrecogin alfa,352374,Enzymes,"BLOOD PRODUCTS,OTHER",drotrecogin alfa 2 MG/ML Injectable Solution
RXNORM:352375,eprosartan/hydrochlorothiazide,352375,,ANTIHYPERTENSIVE COMBINATIONS,eprosartan 600 MG / hydrochlorothiazide 25 MG Oral Tablet [Teveten HCT]
RXNORM:352376,ethinyl estradiol/etonogestrel,352376,,"CONTRACEPTIVES,SYSTEMIC",21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [EluRyng]
RXNORM:352377,ethinyl estradiol/norelgestromin,352377,"Progestogens and estrogens, fixed combinations","CONTRACEPTIVES,SYSTEMIC",168 HR ethinyl estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System [Xulane]
RXNORM:352381,glipizide/metformin,352381,,"ORAL HYPOGLYCEMIC AGENTS,ORAL",glipizide 5 MG / metformin hydrochloride 500 MG Oral Tablet
RXNORM:352384,ifosfamide/mesna,352384,,,
RXNORM:352385,"insulin aspart protamine, human",352385,,INSULIN,"insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Injectable Suspension [NovoLog Mix]"
RXNORM:352387,lovastatin/niacin,352387,HMG CoA reductase inhibitors in combination with other lipid modifying agents,,
RXNORM:35255,cisapride,35255,Propulsives,,
RXNORM:35296,ramipril,35296,"ACE inhibitors, plain",ACE INHIBITORS,ramipril 1.25 MG Oral Capsule [Altace]
RXNORM:3541,disopyramide,3541,"Antiarrhythmics, class Ia",ANTIARRHYTHMICS,12 HR disopyramide 150 MG Extended Release Oral Capsule [Norpace]
RXNORM:35465,rhod immune globulin,35465,Specific immunoglobulins,IMMUNOGLOBULINS,"Rho(D) immune globulin, human 1500 UNT Prefilled Syringe [HyperRHO]"
RXNORM:354770,natalizumab,354770,Selective immunosuppressants,IMMUNE STIMULANTS,15 ML natalizumab 20 MG/ML Injection [Tysabri]
RXNORM:3554,disulfiram,3554,Drugs used in alcohol dependence|Sulfur containing products,ALCOHOL DETERRENTS,disulfiram 500 MG Oral Tablet [Antabuse]
RXNORM:35617,rifapentine,35617,Antibiotics,ANTITUBERCULARS,rifapentine 150 MG Oral Tablet [Priftin]
RXNORM:35619,rifaximin,35619,Other antibiotics for topical use|Antibiotics,"ANTI-INFECTIVES,OTHER",rifaximin 550 MG Oral Tablet [XIFAXAN]
RXNORM:35623,riluzole,35623,Other nervous system drugs,"CNS MEDICATIONS,OTHER",riluzole 5 MG/ML Oral Suspension [Tiglutik]
RXNORM:35629,lactated ringer's,35629,,,
RXNORM:35636,risperidone,35636,Other antipsychotics,"ANTIPSYCHOTICS,OTHER",risperidone 1 MG Disintegrating Oral Tablet [Risperdal]
RXNORM:356887,levocetirizine,356887,Piperazine derivatives,"ANTIHISTAMINES,PIPERAZINE",levocetirizine dihydrochloride 5 MG Oral Tablet [Xyzal]
RXNORM:35780,ropivacaine,35780,Amides,"LOCAL ANESTHETICS,INJECTION",20 ML ropivacaine hydrochloride 7.5 MG/ML Injection [Naropin]
RXNORM:357977,sunitinib,357977,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",sunitinib 50 MG Oral Capsule [Sutent]
RXNORM:35825,ganirelix,35825,Anti-gonadotropin-releasing hormones,GONADOTROPINS,0.5 ML ganirelix acetate 0.5 MG/ML Prefilled Syringe
RXNORM:358255,aprepitant,358255,Other antiemetics,ANTIEMETICS,{1 (aprepitant 125 MG Oral Capsule) / 2 (aprepitant 80 MG Oral Capsule) } Pack
RXNORM:358257,tolvaptan,358257,Vasopressin antagonists,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",tolvaptan 30 MG Oral Tablet [Samsca]
RXNORM:358258,bortezomib,358258,Other antineoplastic agents,"ANTINEOPLASTIC,OTHER",bortezomib 3.5 MG Injection [Velcade]
RXNORM:358262,fosamprenavir,358262,Protease inhibitors,ANTIVIRALS,fosamprenavir 50 MG/ML Oral Suspension [Lexiva]
RXNORM:358263,tadalafil,358263,Drugs used in erectile dysfunction,"GENITO-URINARY AGENTS,OTHER|ANTIHYPERTENSIVES,OTHER",Pulmonary Hypertension tadalafil 20 MG Oral Tablet [Adcirca]
RXNORM:35827,ketorolac,35827,"Acetic acid derivatives and related substances|Antiinflammatory agents, non-steroids","NONSALICYLATE NSAIs,ANTIRHEUMATIC|OPHTHALMICS,OTHER|ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC",ketorolac tromethamine 10 MG/ML Injectable Solution
RXNORM:358274,ambrisentan,358274,Antihypertensives for pulmonary arterial hypertension,"CARDIOVASCULAR AGENTS,OTHER",ambrisentan 5 MG Oral Tablet [Letairis]
RXNORM:35829,ranolazine,35829,Other cardiac preparations,ANTIANGINALS,12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa]
RXNORM:360262,apple cider vinegar,360262,,HERBS/ALTERNATIVE THERAPIES,apple cider vinegar Pill
RXNORM:36108,salsalate,36108,Salicylic acid and derivatives,"SALICYLATES,ANTIRHEUMATIC",salsalate 750 MG Oral Tablet
RXNORM:36117,salmeterol,36117,Selective beta-2-adrenoreceptor agonists,"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION|ANTIASTHMA,OTHER",120 ACTUAT fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]
RXNORM:36118,salmon calcitonin,36118,Calcitonin preparations,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",salmon calcitonin 200 UNT/ACTUAT Nasal Spray [Fortical]
RXNORM:3616,dobutamine,3616,Adrenergic and dopaminergic agents,SYMPATHOMIMETICS (ADRENERGICS),250 ML dobutamine 4 MG/ML Injection
RXNORM:3626,domperidone,3626,Propulsives,,
RXNORM:3628,dopamine,3628,Adrenergic and dopaminergic agents,SYMPATHOMIMETICS (ADRENERGICS),5 ML dopamine hydrochloride 80 MG/ML Injection
RXNORM:3637,doxapram,3637,Respiratory stimulants,"RESPIRATORY AGENTS,OTHER",doxapram hydrochloride 20 MG/ML Injectable Solution [Dopram]
RXNORM:3638,doxepin,3638,Non-selective monoamine reuptake inhibitors|Other antipruritics,"DERMATOLOGICALS,TOPICAL OTHER|TRICYCLIC ANTIDEPRESSANTS",doxepin 6 MG Oral Tablet [Silenor]
RXNORM:36387,sennosides,36387,Contact laxatives,STIMULANT LAXATIVES,"docusate sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet"
RXNORM:3639,doxorubicin,3639,Anthracyclines and related substances,ANTINEOPLASTIC ANTIBIOTICS,doxorubicin hydrochloride 10 MG Injection [Adriamycin]
RXNORM:3640,doxycycline,3640,Antiinfectives and antiseptics for local oral treatment|Tetracyclines,TETRACYCLINES,doxycycline anhydrous 40 MG Delayed Release Oral Capsule [Oracea]
RXNORM:3642,doxylamine,3642,Aminoalkyl ethers,"ANTIHISTAMINES,ETHANOLAMINE|ANTIHISTAMINE/ANTITUSSIVE|ANTIEMETICS|ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE/ANALGESIC|ANTIHISTAMINE/DECONGESTANT",doxylamine succinate 25 MG Oral Tablet [Nocto]
RXNORM:36435,sertaconazole,36435,Imidazole derivatives|Imidazole and triazole derivatives,"ANTIFUNGAL,TOPICAL",sertaconazole 20 MG/ML Topical Cream [Ertaczo]
RXNORM:36437,sertraline,36437,Selective serotonin reuptake inhibitors,"ANTIDEPRESSANTS,OTHER",sertraline 20 MG/ML Oral Solution [Zoloft]
RXNORM:36453,sevoflurane,36453,Halogenated hydrocarbons,"ANESTHETICS,INHALATION",sevoflurane 1000 MG/ML Inhalation Solution [Sojourn]
RXNORM:3648,droperidol,3648,Butyrophenone derivatives,ANESTHETIC ADJUNCTS,2 ML droperidol 2.5 MG/ML Injection
RXNORM:36514,sibutramine,36514,Centrally acting antiobesity products,,
RXNORM:36567,simvastatin,36567,HMG CoA reductase inhibitors,ANTILIPEMIC AGENTS,ezetimibe 10 MG / simvastatin 80 MG Oral Tablet
RXNORM:36676,sodium bicarbonate,36676,Electrolyte solutions|Salt solutions,"ANTACIDS,OTHER|GASTRIC MEDICATIONS,OTHER|LAXATIVES,OTHER|SODIUM BICARBONATE CONTAINING ANTACIDS|BICARBONATES",50 ML sodium bicarbonate 75 MG/ML Injection
RXNORM:36702,sodium perborate,36702,Antiinfectives and antiseptics for local oral treatment,,
RXNORM:36709,sodium phosphate,36709,Electrolyte solutions|Osmotically acting laxatives|Enemas,"HYPEROSMOTIC LAXATIVES|AMINO ACIDS/PROTEINS,PARENTERAL,WITH ADDED ELECTROLYTES|IRRIGATION SOLUTIONS",alanine 11 MG/ML / arginine 8.5 MG/ML / glycine 11 MG/ML / histidine 2.6 MG/ML / isoleucine 6.2 MG/ML / leucine 8.1 MG/ML / lysine 6.24 MG/ML / magnesium chloride 0.00502 MEQ/ML / methionine 3.4 MG/ML / phenylalanine 3.8 MG/ML / potassium chloride 0.0654 MEQ/ML / proline 7.5 MG/ML / serine 3.7 MG/ML / sodium chloride 0.00479 MEQ/ML / sodium phosphate 0.0299 MEQ/ML / threonine 4.6 MG/ML / tryptophan 1.5 MG/ML / tyrosine 0.44 MG/ML / valine 6.8 MG/ML Injectable Solution
RXNORM:36726,sodium thiosulfate,36726,,"KERATOLYTICS/CAUSTICS,TOPICAL|CYANIDE ANTIDOTES",salicylic acid 10 MG/ML / sodium thiosulfate 250 MG/ML Topical Lotion [Versiclear]
RXNORM:37075,ethinyl estradiol/norgestrel,37075,,"CONTRACEPTIVES,SYSTEMIC",{21 (ethinyl estradiol 0.03 MG / norgestrel 0.3 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack
RXNORM:3714,dyphylline,3714,Xanthines,,
RXNORM:37319,sulconazole,37319,Imidazole and triazole derivatives,"ANTIFUNGAL,TOPICAL",sulconazole nitrate 10 MG/ML Topical Solution
RXNORM:3740,echothiophate iodide,3740,,"MIOTICS,TOPICAL OPHTHALMIC",echothiophate iodide 0.6 MG/ML Ophthalmic Solution
RXNORM:37418,sumatriptan,37418,Selective serotonin (5HT1) agonists,ANTIMIGRAINE AGENTS,0.5 ML sumatriptan 12 MG/ML Auto-Injector [Alsuma]
RXNORM:3752,edrophonium,3752,Other diagnostic agents,PARASYMPATHOMIMETICS (CHOLINERGICS),5 ML atropine sulfate 0.14 MG/ML / edrophonium chloride 10 MG/ML Injection [Enlon-Plus]
RXNORM:3755,edetic acid,3755,,,
RXNORM:37617,tazobactam,37617,Beta-lactamase inhibitors,EXTENDED SPECTRUM PENICILLINS|CEPHALOSPORIN 3RD GENERATION,piperacillin 200 MG/ML / tazobactam 25 MG/ML Injectable Solution [Zosyn]
RXNORM:37776,temozolomide,37776,Other alkylating agents,"ANTINEOPLASTICS,ALKYLATING AGENTS",temozolomide 100 MG Injection [Temodar]
RXNORM:37798,terazosin,37798,Alpha-adrenoreceptor antagonists,ALPHA BLOCKERS/RELATED,{7 (terazosin 1 MG Oral Tablet) / 7 (terazosin 2 MG Oral Tablet) } Pack
RXNORM:37801,terbinafine,37801,Other antifungals for topical use|Antifungals for systemic use,"ANTIFUNGALS|ANTIFUNGAL,TOPICAL",terbinafine hydrochloride 10 MG/ML Topical Spray [Lamisil]
RXNORM:37806,terconazole,37806,Triazole derivatives,"ANTI-INFECTIVES,VAGINAL",terconazole 8 MG/ML Vaginal Cream
RXNORM:37925,orlistat,37925,Peripherally acting antiobesity products,"GASTRIC MEDICATIONS,OTHER",orlistat 60 MG Oral Capsule [Alli]
RXNORM:37935,tetrahydrozoline,37935,"Sympathomimetics, plain|Sympathomimetics used as decongestants|Sympathomimetics, combinations excl. corticosteroids","DECONGESTANTS,NASAL|DECONGESTANTS,TOPICAL OPHTHALMIC",tetrahydrozoline hydrochloride 1 MG/ML Nasal Solution [Tyzine]
RXNORM:38022,theanine,38022,,HERBS/ALTERNATIVE THERAPIES,theanine Pill
RXNORM:3827,enalapril,3827,"ACE inhibitors, plain",ANTIHYPERTENSIVE COMBINATIONS|ACE INHIBITORS,enalapril maleate 20 MG / hydrochlorothiazide 12.5 MG Oral Tablet
RXNORM:3829,enalaprilat,3829,,ACE INHIBITORS,2 ML enalaprilat 1.25 MG/ML Injection
RXNORM:38298,tioconazole,38298,Imidazole derivatives|Imidazole and triazole derivatives,"ANTI-INFECTIVES,VAGINAL",tioconazole 0.065 MG/MG Vaginal Ointment
RXNORM:38400,atomoxetine,38400,Centrally acting sympathomimetics,"CNS MEDICATIONS,OTHER",atomoxetine 80 MG Oral Capsule [Strattera]
RXNORM:38404,topiramate,38404,Other antiepileptics,CENTRALLY-ACTING APPETITE SUPPRESSANTS|ANTICONVULSANTS,topiramate 25 MG Oral Capsule [Topamax]
RXNORM:38409,toremifene,38409,Anti-estrogens,ANTINEOPLASTIC HORMONES,toremifene 60 MG Oral Tablet
RXNORM:38413,torsemide,38413,"Sulfonamides, plain",LOOP DIURETICS,torsemide 2.5 MG Oral Tablet
RXNORM:384410,ethinyl estradiol/norethindrone,384410,"Progestogens and estrogens, fixed combinations|Progestogens and estrogens, sequential preparations","HORMONES/SYNTHETICS/MODIFIERS,OTHER|CONTRACEPTIVES,SYSTEMIC",{12 (ethinyl estradiol 0.035 MG / norethindrone 0.5 MG Oral Tablet) / 9 (ethinyl estradiol 0.035 MG / norethindrone 1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack
RXNORM:384455,tigecycline,384455,Tetracyclines,TETRACYCLINES,tigecycline 50 MG Injection [Tygacil]
RXNORM:38454,trandolapril,38454,"ACE inhibitors, plain",ANTIHYPERTENSIVE COMBINATIONS|ACE INHIBITORS,24 HR trandolapril 4 MG / verapamil hydrochloride 240 MG Extended Release Oral Tablet [Tarka]
RXNORM:38685,trimethobenzamide,38685,Aminoalkyl ethers,ANTIEMETICS,trimethobenzamide hydrochloride 300 MG Oral Capsule [Tigan]
RXNORM:38782,triptorelin,38782,Gonadotropin releasing hormone analogues,ANTINEOPLASTIC HORMONES,triptorelin 11.25 MG Injection [Trelstar]
RXNORM:38866,trolamine salicylate,38866,,"ANALGESICS,TOPICAL",trolamine salicylate 100 MG/ML Topical Cream [Asper-Flex]
RXNORM:389132,budesonide/formoterol,389132,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics","ANTIASTHMA,OTHER",60 ACTUAT budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort]
RXNORM:392454,benzoyl peroxide/hydrocortisone,392454,,"ANTIACNE AGENTS,TOPICAL",benzoyl peroxide 50 MG/ML / hydrocortisone 5 MG/ML Topical Lotion
RXNORM:392509,laronidase,392509,Enzymes,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",5 ML laronidase 0.58 MG/ML Injection [Aldurazyme]
RXNORM:392556,benzoyl peroxide/erythromycin,392556,,"ANTIACNE AGENTS,TOPICAL",benzoyl peroxide 0.05 MG/MG / erythromycin 0.03 MG/MG Topical Gel
RXNORM:39385,varicella zoster immune globulin,39385,Specific immunoglobulins,IMMUNOGLOBULINS,1.2 ML varicella-zoster immune globulin 104 UNT/ML Injection
RXNORM:39541,vinorelbine,39541,Vinca alkaloids and analogues,"ANTINEOPLASTIC,OTHER",5 ML vinorelbine 10 MG/ML Injection [Navelbine]
RXNORM:3966,ephedrine,3966,"Sympathomimetics excl. antiglaucoma preparations|Adrenergic and dopaminergic agents|Sympathomimetics, combinations excl. corticosteroids|Alpha- and beta-adrenoreceptor agonists|Sympathomimetics, plain",DECONGESTANT/EXPECTORANT|SYMPATHOMIMETICS (ADRENERGICS)|ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE,10 ML ephedrine sulfate 5 MG/ML Injection [Emerphed]
RXNORM:39684,epinastine,39684,Other antiallergics|Other antihistamines for systemic use,"OPHTHALMICS,OTHER",epinastine hydrochloride 0.5 MG/ML Ophthalmic Solution [Elestat]
RXNORM:39786,venlafaxine,39786,Other antidepressants,"ANTIDEPRESSANTS,OTHER",24 HR venlafaxine 75 MG Extended Release Oral Tablet
RXNORM:3992,epinephrine,3992,"Local hemostatics|Other agents for local oral treatment|Sympathomimetics in glaucoma therapy|Adrenergic and dopaminergic agents|Alpha- and beta-adrenoreceptor agonists|Sympathomimetics, plain","SYMPATHOMIMETICS (ADRENERGICS)|LOCAL ANESTHETICS,INJECTION|BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION",NDA020800 0.3 ML epinephrine 1 MG/ML Auto-Injector [Adrenaclick]
RXNORM:3995,epirubicin,3995,Anthracyclines and related substances,ANTINEOPLASTIC ANTIBIOTICS,100 ML epirubicin hydrochloride 2 MG/ML Injection [Ellence]
RXNORM:39952,pyrithione zinc,39952,Other dermatologicals,SOAPS/SHAMPOOS/SOAP-FREE CLEANSERS,zinc pyrithione 0.02 MG/MG Medicated Bar Soap
RXNORM:39954,zinc sulfate,39954,Zinc,"ZINC|DECONGESTANTS,TOPICAL OPHTHALMIC",zinc sulfate 140 MG Oral Tablet
RXNORM:39993,zolpidem,39993,Benzodiazepine related drugs,"SEDATIVES/HYPNOTICS,OTHER",zolpidem tartrate 6.25 MG Extended Release Oral Tablet [Ambien]
RXNORM:39998,zonisamide,39998,Other antiepileptics,ANTICONVULSANTS,zonisamide 25 MG Oral Capsule [Zonegran]
RXNORM:400008,"insulin glulisine, human",400008,"Insulins and analogues for injection, fast-acting",INSULIN,"3 ML insulin glulisine, human 100 UNT/ML Pen Injector [Apidra]"
RXNORM:40028,anistreplase,40028,Enzymes,,
RXNORM:40036,benzethonium chloride,40036,Quaternary ammonium compounds,"LOCAL ANESTHETICS,TOPICAL|ANTI-INFECTIVE,TOPICAL,OTHER|SOAPS/SHAMPOOS/SOAP-FREE CLEANSERS",benzethonium chloride 1.3 MG/ML Topical Spray
RXNORM:40048,carboplatin,40048,Platinum compounds,"ANTINEOPLASTIC,OTHER",carboplatin 10 MG/ML Injectable Solution [Paraplatin]
RXNORM:400674,dexbrompheniramine/pseudoephedrine,400674,,ANTIHISTAMINE/DECONGESTANT,dexbrompheniramine maleate 2 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
RXNORM:40114,guanfacine,40114,Imidazoline receptor agonists,"SYMPATHOMIMETICS (ADRENERGICS)|ANTIHYPERTENSIVES,OTHER",24 HR guanfacine 4 MG Extended Release Oral Tablet [Intuniv]
RXNORM:40138,iloprost,40138,Platelet aggregation inhibitors excl. heparin,"ANTIHYPERTENSIVES,OTHER",iloprost 0.02 MG/ML Inhalation Solution [Ventavis]
RXNORM:40165,methacholine chloride,40165,,,
RXNORM:4018,ergocalciferol,4018,Vitamin D and analogues,MULTIVITAMINS|ERGOCALCIFEROL,ergocalciferol 0.2 MG/ML Oral Solution [Calcidol]
RXNORM:4021,ergonovine,4021,Ergot alkaloids,,
RXNORM:402316,miglustat,402316,Various alimentary tract and metabolism products,"HORMONES/SYNTHETICS/MODIFIERS,OTHER",miglustat 100 MG Oral Capsule [Zavesca]
RXNORM:4024,ergoloid mesylates,4024,Ergot alkaloids,"CNS MEDICATIONS,OTHER","ergoloid mesylates, USP 1 MG Oral Tablet"
RXNORM:4025,ergotamine,4025,Ergot alkaloids,ANTIMIGRAINE AGENTS,caffeine 100 MG / ergotamine tartrate 2 MG Rectal Suppository [Migergot]
RXNORM:403712,morinda noni,403712,,,
RXNORM:404773,amlodipine/atorvastatin,404773,"HMG CoA reductase inhibitors, other combinations",CALCIUM CHANNEL BLOCKERS,amlodipine 5 MG / atorvastatin 80 MG Oral Tablet [Caduet]
RXNORM:404781,bupivacaine/fentanyl,404781,,,
RXNORM:404785,carbetapentane/phenylephrine/pyrilamine,404785,,ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE,carbetapentane tannate 6 MG/ML / phenylephrine tannate 1 MG/ML / pyrilamine tannate 6 MG/ML Oral Suspension
